タイトル,メモ,URL,コメント
弥彦山,,https://www.google.com/maps/place/%E5%BC%A5%E5%BD%A6%E5%B1%B1/data=!4m2!3m1!1s0x5ff4ef75226c91d7:0xc104b937ef981f41,
八方台,,https://www.google.com/maps/place/%E5%85%AB%E6%96%B9%E5%8F%B0/data=!4m2!3m1!1s0x5ff5a74dc3b863ff:0x39bc0a0d014c16fc,
小木ノ城跡,,https://www.google.com/maps/place/%E5%B0%8F%E6%9C%A8%E3%83%8E%E5%9F%8E%E8%B7%A1/data=!4m2!3m1!1s0x5ff5ab25eda6bb5d:0x435d00df57d29ed0,
指定した地点,,"https://www.google.com/maps/search/6.1186747,100.377932",
