タイトル,メモ,URL,コメント
文重郎じんぎすかん,,https://www.google.com/maps/place/%E6%96%87%E9%87%8D%E9%83%8E%E3%81%98%E3%82%93%E3%81%8E%E3%81%99%E3%81%8B%E3%82%93/data=!4m2!3m1!1s0x5f0b29862def998b:0x48ff113c4855f763,
北一硝子,,https://www.google.com/maps/place/%E5%8C%97%E4%B8%80%E7%A1%9D%E5%AD%90/data=!4m2!3m1!1s0x5f0ae05a9dc3ffff:0x9fde1cdddbdce4ae,
